code,treatment,rep,fungicide,institution,cultivar,city,state,year_analysis,year_trial,don,inc,sev,ph,yld,trial1,trial2
502 [18],Trat 4,1,Piraclostrobina + metconazole,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,1002.7,32,13.7,75,3382.7,Passo Fundo2017,2
503 [18],Trat 4,2,Piraclostrobina + metconazole,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,1012.2,36,10.3,75.8,3345.7,Passo Fundo2017,2
504 [18],Trat 4,3,Piraclostrobina + metconazole,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,1014.6,49,9.7,76.5,3444.4,Passo Fundo2017,2
505 [18],Trat 4,4,Piraclostrobina + metconazole,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,819.4,24,8.8,76.2,3166.7,Passo Fundo2017,2
506 [18],Trat 5,1,Carbendazim,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,1540.1,40,14.1,74,2759.3,Passo Fundo2017,2
507 [18],Trat 5,2,Carbendazim,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,1404.4,50,19.2,73.2,3228.4,Passo Fundo2017,2
508 [18],Trat 5,3,Carbendazim,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,2430.3,41,12.7,75,2993.8,Passo Fundo2017,2
509 [18],Trat 5,4,Carbendazim,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,2358.1,43,15.2,73,3129.6,Passo Fundo2017,2
510 [18],Trat 6,1,Clorotalonil + tebuconazole,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,2553.1,38,13.2,75.8,3321,Passo Fundo2017,2
511 [18],Trat 6,2,Clorotalonil + tebuconazole,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,1115.1,38,23,75.4,3314.8,Passo Fundo2017,2
512 [18],Trat 6,3,Clorotalonil + tebuconazole,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,2027.4,47,11.4,75.8,2938.3,Passo Fundo2017,2
513 [18],Trat 6,4,Clorotalonil + tebuconazole,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,1437.6,46,13.7,76.9,3321,Passo Fundo2017,2
514 [18],Trat 7,1,Azoxistrobina + tebuconazole + mancozebe,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,1690.7,40,9.6,76.3,3061.7,Passo Fundo2017,2
515 [18],Trat 7,2,Azoxistrobina + tebuconazole + mancozebe,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,1819,39,16.7,76,3166.7,Passo Fundo2017,2
516 [18],Trat 7,3,Azoxistrobina + tebuconazole + mancozebe,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,2516.6,22,15.2,74.8,3382.7,Passo Fundo2017,2
517 [18],Trat 7,4,Azoxistrobina + tebuconazole + mancozebe,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,1959.8,44,16.7,75,3327.2,Passo Fundo2017,2
518 [18],Trat 8,1,Trifloxistrobina + protioconazole + carbendazim,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,1322.1,40,17,73.4,3327.2,Passo Fundo2017,2
519 [18],Trat 8,2,Trifloxistrobina + protioconazole + carbendazim,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,1390.3,36,16,75.8,3123.5,Passo Fundo2017,2
520 [18],Trat 8,3,Trifloxistrobina + protioconazole + carbendazim,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,1154.8,36,13.5,74.6,3185.2,Passo Fundo2017,2
521 [18],Trat 8,4,Trifloxistrobina + protioconazole + carbendazim,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,1525.7,39,11.1,75.6,3524.7,Passo Fundo2017,2
522 [18],Trat 9,1,Piraclostrobina + metconazole + carbendazim,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,631.9,28,8.9,73.2,2574.1,Passo Fundo2017,2
523 [18],Trat 9,2,Piraclostrobina + metconazole + carbendazim,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,841.8,38,11.5,74.8,3166.7,Passo Fundo2017,2
524 [18],Trat 9,3,Piraclostrobina + metconazole + carbendazim,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,600.4,34,10.9,75.4,3123.5,Passo Fundo2017,2
525 [18],Trat 9,4,Piraclostrobina + metconazole + carbendazim,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,770.6,19,8.5,76.2,3827.2,Passo Fundo2017,2
526 [18],Trat 10,1,Clorotalonil + tebuconazole + carbendazim,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,1298.9,50,13.1,74.2,2870.4,Passo Fundo2017,2
527 [18],Trat 10,2,Clorotalonil + tebuconazole + carbendazim,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,1250.4,39,23.7,73.8,3086.4,Passo Fundo2017,2
528 [18],Trat 10,3,Clorotalonil + tebuconazole + carbendazim,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,1034.8,33,17.4,74.8,3049.4,Passo Fundo2017,2
529 [18],Trat 10,4,Clorotalonil + tebuconazole + carbendazim,Embrapa Trigo,BRS Parrudo,Passo Fundo,RS,2017,2017,1835.3,34,9.7,75.4,3160.5,Passo Fundo2017,2
544 [18],Trat 1,1,aacheck,Ufpel,Sinuelo,Pelotas,RS,2017,2017,7327.4,79.9,12.3,69.2,3199.7,Pelotas2017,3
545 [18],Trat 2,1,Tebuconazole + trifloxistrobina,Ufpel,Sinuelo,Pelotas,RS,2017,2017,4534.5,53.5,3.3,75.5,4179.7,Pelotas2017,3
546 [18],Trat 3,1,Trifloxistrobina + protioconazole,Ufpel,Sinuelo,Pelotas,RS,2017,2017,3179.9,36.9,2.9,76.6,3504,Pelotas2017,3
547 [18],Trat 4,1,Piraclostrobina + metconazole,Ufpel,Sinuelo,Pelotas,RS,2017,2017,2371.2,43.4,4.8,76.6,4136.3,Pelotas2017,3
548 [18],Trat 5,1,Carbendazim,Ufpel,Sinuelo,Pelotas,RS,2017,2017,3459.5,52.7,5.1,75,3695.9,Pelotas2017,3
549 [18],Trat 6,1,Clorotalonil + tebuconazole,Ufpel,Sinuelo,Pelotas,RS,2017,2017,4222.2,58.3,4.6,77.5,4172.4,Pelotas2017,3
550 [18],Trat 7,1,Azoxistrobina + tebuconazole + mancozebe,Ufpel,Sinuelo,Pelotas,RS,2017,2017,3975.9,50,5,75.7,3971.1,Pelotas2017,3
551 [18],Trat 8,1,Azoxistrobina + tebuconazole + mancozebe,Ufpel,Sinuelo,Pelotas,RS,2017,2017,2379.9,44.7,4.9,78.2,4206.4,Pelotas2017,3
552 [18],Trat 9,1,Trifloxistrobina + protioconazole + carbendazim,Ufpel,Sinuelo,Pelotas,RS,2017,2017,2650.5,40.9,3.1,77.3,4423.9,Pelotas2017,3
553 [18],Trat 10,1,Piraclostrobina + metconazole + carbendazim,Ufpel,Sinuelo,Pelotas,RS,2017,2017,1988.4,34.1,2.7,76.1,3551.6,Pelotas2017,3
554 [18],Trat 11,1,Clorotalonil + tebuconazole + carbendazim,Ufpel,Sinuelo,Pelotas,RS,2017,2017,5838.4,51.2,4.4,74.6,3794,Pelotas2017,3
555 [18],Trat 1,2,aacheck,Ufpel,Sinuelo,Pelotas,RS,2017,2017,4371.9,76,10.9,73,3563.9,Pelotas2017,3
556 [18],Trat 2,2,Tebuconazole + trifloxistrobina,Ufpel,Sinuelo,Pelotas,RS,2017,2017,3182.1,44.1,3.1,74.3,3767.4,Pelotas2017,3
557 [18],Trat 3,2,Trifloxistrobina + protioconazole,Ufpel,Sinuelo,Pelotas,RS,2017,2017,4268,39.3,3.2,73.2,4114.5,Pelotas2017,3
558 [18],Trat 4,2,Piraclostrobina + metconazole,Ufpel,Sinuelo,Pelotas,RS,2017,2017,2578.7,52.4,4.4,74.8,3872.8,Pelotas2017,3
559 [18],Trat 5,2,Carbendazim,Ufpel,Sinuelo,Pelotas,RS,2017,2017,2654.5,52.6,4.2,76.8,4086.2,Pelotas2017,3
560 [18],Trat 6,2,Clorotalonil + tebuconazole,Ufpel,Sinuelo,Pelotas,RS,2017,2017,4238.3,42.1,4.4,74.3,4091.8,Pelotas2017,3
561 [18],Trat 7,2,Azoxistrobina + tebuconazole + mancozebe,Ufpel,Sinuelo,Pelotas,RS,2017,2017,4474.3,38,2.8,74.1,3552.3,Pelotas2017,3
562 [18],Trat 8,2,Tebuconazole + trifloxistrobina + carbendazim,Ufpel,Sinuelo,Pelotas,RS,2017,2017,2594,36.2,3,74.3,4179.4,Pelotas2017,3
563 [18],Trat 9,2,Trifloxistrobina + protioconazole + carbendazim,Ufpel,Sinuelo,Pelotas,RS,2017,2017,1218.9,40.5,3.7,77.3,4228.6,Pelotas2017,3
564 [18],Trat 10,2,Piraclostrobina + metconazole + carbendazim,Ufpel,Sinuelo,Pelotas,RS,2017,2017,1703.9,23.4,2.3,74.8,3623.5,Pelotas2017,3
565 [18],Trat 11,2,Clorotalonil + tebuconazole + carbendazim,Ufpel,Sinuelo,Pelotas,RS,2017,2017,3491.7,46.4,3.1,73.7,3553.8,Pelotas2017,3
566 [18],Trat 1,3,aacheck,Ufpel,Sinuelo,Pelotas,RS,2017,2017,4142.6,79.4,10.5,69.2,3545,Pelotas2017,3
567 [18],Trat 2,3,Tebuconazole + trifloxistrobina,Ufpel,Sinuelo,Pelotas,RS,2017,2017,2901.6,53,3.6,75.2,3867.4,Pelotas2017,3
568 [18],Trat 3,3,Trifloxistrobina + protioconazole,Ufpel,Sinuelo,Pelotas,RS,2017,2017,2142.8,55,4.5,75.9,3644.9,Pelotas2017,3
569 [18],Trat 4,3,Piraclostrobina + metconazole,Ufpel,Sinuelo,Pelotas,RS,2017,2017,2593.8,47.7,3.4,73.9,3996.3,Pelotas2017,3
570 [18],Trat 5,3,Carbendazim,Ufpel,Sinuelo,Pelotas,RS,2017,2017,4710.3,35.3,3.7,73.9,3865.3,Pelotas2017,3
571 [18],Trat 6,3,Clorotalonil + tebuconazole,Ufpel,Sinuelo,Pelotas,RS,2017,2017,4487.9,59,6.8,74.6,3952,Pelotas2017,3
572 [18],Trat 7,3,Azoxistrobina + tebuconazole + mancozebe,Ufpel,Sinuelo,Pelotas,RS,2017,2017,2137.9,59.9,4.8,76.4,4037.3,Pelotas2017,3
573 [18],Trat 8,3,Tebuconazole + trifloxistrobina + carbendazim,Ufpel,Sinuelo,Pelotas,RS,2017,2017,2039.7,46.6,5.1,75,3825.9,Pelotas2017,3
574 [18],Trat 9,3,Trifloxistrobina + protioconazole + carbendazim,Ufpel,Sinuelo,Pelotas,RS,2017,2017,2295.2,40.1,3.9,75,4244.5,Pelotas2017,3
575 [18],Trat 10,3,Piraclostrobina + metconazole + carbendazim,Ufpel,Sinuelo,Pelotas,RS,2017,2017,2206.1,37.1,4.1,75.7,3839,Pelotas2017,3
576 [18],Trat 11,3,Clorotalonil + tebuconazole + carbendazim,Ufpel,Sinuelo,Pelotas,RS,2017,2017,4202.7,56.3,4.6,76.6,3886.6,Pelotas2017,3
577 [18],Trat 1,4,aacheck,Ufpel,Sinuelo,Pelotas,RS,2017,2017,4225.3,78,11.5,72.1,3522.7,Pelotas2017,3
578 [18],Trat 2,4,Tebuconazole + trifloxistrobina,Ufpel,Sinuelo,Pelotas,RS,2017,2017,2422.3,49.7,3.2,75,4572.9,Pelotas2017,3
579 [18],Trat 3,4,Trifloxistrobina + protioconazole,Ufpel,Sinuelo,Pelotas,RS,2017,2017,2657,54.7,3.9,73.4,3936.8,Pelotas2017,3
580 [18],Trat 4,4,Piraclostrobina + metconazole,Ufpel,Sinuelo,Pelotas,RS,2017,2017,1993.6,47,4.4,75.5,4167.5,Pelotas2017,3
581 [18],Trat 5,4,Carbendazim,Ufpel,Sinuelo,Pelotas,RS,2017,2017,2558.5,45,4.5,75,4101.7,Pelotas2017,3
582 [18],Trat 6,4,Clorotalonil + tebuconazole,Ufpel,Sinuelo,Pelotas,RS,2017,2017,5393.6,64.1,6.5,72.8,3773.5,Pelotas2017,3
583 [18],Trat 7,4,Azoxistrobina + tebuconazole + mancozebe,Ufpel,Sinuelo,Pelotas,RS,2017,2017,4696.8,51.4,4,74.3,3637.2,Pelotas2017,3
584 [18],Trat 8,4,Tebuconazole + trifloxistrobina + carbendazim,Ufpel,Sinuelo,Pelotas,RS,2017,2017,2040.2,38.5,3.2,74.8,4290.3,Pelotas2017,3
585 [18],Trat 9,4,Trifloxistrobina + protioconazole + carbendazim,Ufpel,Sinuelo,Pelotas,RS,2017,2017,1843.9,40,3.5,75.5,4183.5,Pelotas2017,3
586 [18],Trat 10,4,Piraclostrobina + metconazole + carbendazim,Ufpel,Sinuelo,Pelotas,RS,2017,2017,1768.2,34.2,2.9,73,4027.9,Pelotas2017,3
587 [18],Trat 11,4,Clorotalonil + tebuconazole + carbendazim,Ufpel,Sinuelo,Pelotas,RS,2017,2017,5557,50,3.9,73,3798.3,Pelotas2017,3
588 [18],Trat 1,1,aacheck,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,696.4,96,4,73.6,4236.7,Passo Fundo2017,2
589 [18],Trat 1,2,aacheck,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,714.7,100,6.5,73.5,4140,Passo Fundo2017,2
590 [18],Trat 1,3,aacheck,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,956.2,98,3.9,NA,4245,Passo Fundo2017,2
591 [18],Trat 1,4,aacheck,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,862.9,100,3.9,NA,4573.3,Passo Fundo2017,2
592 [18],Trat 2,1,Tebuconazole + trifloxistrobina,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,404.6,86,1.2,75,4830,Passo Fundo2017,2
593 [18],Trat 2,2,Tebuconazole + trifloxistrobina,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,589.3,96,2.5,73.8,5178.3,Passo Fundo2017,2
594 [18],Trat 2,3,Tebuconazole + trifloxistrobina,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,507.9,100,1.8,NA,4743.3,Passo Fundo2017,2
595 [18],Trat 2,4,Tebuconazole + trifloxistrobina,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,278.9,88,2.9,NA,4161.7,Passo Fundo2017,2
596 [18],Trat 3,1,Trifloxistrobina + protioconazole,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,662.8,88,2.3,74.9,4760,Passo Fundo2017,2
597 [18],Trat 3,2,Trifloxistrobina + protioconazole,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,328.2,98,4.8,75.3,5121.7,Passo Fundo2017,2
598 [18],Trat 3,3,Trifloxistrobina + protioconazole,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,650.5,100,2.8,NA,4970,Passo Fundo2017,2
599 [18],Trat 3,4,Trifloxistrobina + protioconazole,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,456.1,100,2.2,NA,4466.7,Passo Fundo2017,2
600 [18],Trat 4,1,Piraclostrobina + metconazole,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,239.6,74,1.9,74.5,4908.3,Passo Fundo2017,2
601 [18],Trat 4,2,Piraclostrobina + metconazole,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,286.5,NA,NA,74.2,4498.3,Passo Fundo2017,2
602 [18],Trat 4,3,Piraclostrobina + metconazole,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,218.1,100,1.8,NA,4866.7,Passo Fundo2017,2
603 [18],Trat 4,4,Piraclostrobina + metconazole,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,0,100,1.9,NA,4203.3,Passo Fundo2017,2
604 [18],Trat 5,1,Carbendazim,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,340.2,100,3.5,74.5,4430,Passo Fundo2017,2
605 [18],Trat 5,2,Carbendazim,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,472.1,100,8,74.2,4710,Passo Fundo2017,2
606 [18],Trat 5,3,Carbendazim,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,573,96,4.8,NA,4835,Passo Fundo2017,2
607 [18],Trat 5,4,Carbendazim,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,302.1,100,4.5,NA,3835,Passo Fundo2017,2
608 [18],Trat 6,1,Clorotalonil + tebuconazole,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,472.7,100,4,74.2,4353.3,Passo Fundo2017,2
609 [18],Trat 6,2,Clorotalonil + tebuconazole,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,689.2,100,6.7,74,4600,Passo Fundo2017,2
610 [18],Trat 6,3,Clorotalonil + tebuconazole,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,680.3,96,3.2,NA,4561.7,Passo Fundo2017,2
611 [18],Trat 6,4,Clorotalonil + tebuconazole,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,822.9,100,5.4,NA,4028.3,Passo Fundo2017,2
612 [18],Trat 7,1,Azoxistrobina + tebuconazole + mancozebe,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,853.6,90,3.1,74.3,4573.3,Passo Fundo2017,2
613 [18],Trat 7,2,Azoxistrobina + tebuconazole + mancozebe,Biotrigo,Tbio Toruk,Passo Fundo,RS,2018,2017,746.6,100,2.5,75.4,4661.7,Passo Fundo2017,2
